,username,hashtags,retweets,url,punctuations,sentence_length,emoji,levenshtein,polarity,subjectivity,possession,flesch_reading,label_y
0,b2d5748083d6fdffec6c2d68d4d4442d,10,0,198,20.52,35.36,150,204.6608080808081,0.11335093795093795,0.3037324508824509,0.0,9.45,bot
1,2bed15d46872169dc7deaf8d2b43a56,13,0,204,19.94,36.24,146,201.3842424242424,0.1346078601953602,0.2987781288156289,0.01,21.26,bot
2,25395a7dbd2caa3d828bb3dbd57d8857,149,0,196,21.81,35.75,153,203.44626262626264,0.09908685064935062,0.2758990107115107,0.01,6.41,bot
3,1c9f161414334b286c4dc70163744390,615,0,173,24.21,37.35,242,172.77030303030304,0.14820640331890333,0.3276275613275612,0.0,14.3,bot
4,1da1f87b3dc778f28268eec70ce94f19,331,0,192,24.28,36.01,212,201.63797979797982,0.13211883116883116,0.2994359695859697,0.0,-0.71,bot
5,bd4286bfafb8a35b8e132a396b884e07,27,0,200,21.01,35.74,143,204.86343434343436,0.06289371091871092,0.2494435425685425,0.0,6.0,bot
6,af61c4c017f246da69285497baf3dc0b,9,0,195,20.44,36.25,154,201.7565656565657,0.13031090367965362,0.33230707209457216,0.0,20.35,bot
7,7a36090b20e7bddbe55561c52f959041,12,0,186,20.07,36.11,195,205.19555555555561,0.12823560606060605,0.31116035353535354,0.0,12.3,bot
8,5183ff5bedcab9a6a301ff04e27166cd,10,0,187,23.25,35.97,181,208.32545454545453,0.08783084415584412,0.28166987734487736,0.0,-4.6,bot
9,6ac10734f35a773e9f2209f8668fffdf,4,0,192,20.79,38.66,248,202.92404040404043,0.17106275252525255,0.339059755059755,0.0,13.75,bot
10,b5b06752b42d3c354cc8e126f030a864,0,0,0,2.27,11.06,0,65.93131313131313,0.05373076923076922,0.2866923076923077,0.0,73.68,bot
11,e2334dbd4f17861a5305e808eedbd195,1,0,0,2.38,12.43,2,73.9210101010101,0.08836417748917748,0.2587516233766234,0.01,71.34,bot
12,c6cb83581e942ea1b07a607c5eaefb49,1,0,0,2.25,11.2,1,68.31919191919192,0.05244444444444446,0.198125,0.0,73.68,bot
13,6270e73e5cf9a83ec96faa7d3972f9e1,0,0,0,2.27,10.67,0,64.15212121212122,0.06387499999999999,0.1965833333333333,0.02,74.9,bot
14,991a426dde6803bf77b6477a2c686ef2,1,0,0,2.11,10.81,1,65.88464646464648,0.04408189033189033,0.2132359307359308,0.0,81.73,bot
15,fed0a94b487a37d43313c2e10841d11f,1,0,0,2.66,11.3,0,68.06828282828282,0.12034226190476187,0.260936507936508,0.0,81.83,bot
16,344fc6cfa2762bebdf7d49afb56e2ee7,0,0,0,2.11,11.13,2,66.2230303030303,0.06187121212121209,0.2157443181818182,0.0,81.83,bot
17,4f29c1ea09b2d6ef919b31d86e243646,0,0,0,2.25,12.1,1,70.33232323232323,0.048102904040404036,0.2691737012987013,0.0,80.11,bot
18,48ea8296dc261f8c744ceb054b089ca3,1,0,0,2.08,11.21,2,65.99494949494951,0.07258035714285714,0.2257013888888889,0.01,81.73,bot
19,707549dcdb6037769bc87b51821ca9eb,0,0,0,2.22,11.28,5,66.13070707070707,0.05514488636363635,0.2344849386724387,0.0,82.44,bot
20,7473a712f9d25003c0b262da77d05a81,569,102,54,15.95,16.05,98,119.58707070707071,0.04013744588744588,0.15327759740259742,0.0,-102.61,bot
21,60840ddc48c986a1e3c77d2416a146b4,683,98,46,16.05,17.02,91,122.99919191919192,0.031560064935064934,0.13673593073593074,0.0,-88.3,bot
22,ff339848f33aeeefacea8248d36604d2,603,105,51,16.14,16.31,102,118.78848484848484,0.04830248917748918,0.11445670995670995,0.0,-163.82,bot
23,71f7d13771bc9b2662c759bdb0214c0f,648,101,49,16.86,17.36,89,129.26565656565657,0.06041432178932179,0.14796771284271285,0.0,-102.41,bot
24,8e97035efae463eea9b2b8ddc1a55f51,575,101,54,15.83,16.91,94,119.96303030303032,0.054090909090909085,0.2233030303030303,0.0,-97.13,bot
25,a16d865fe24049e64d497346e55d9f9e,541,101,57,16.3,17.32,103,123.87636363636364,0.10044967532467533,0.1935465367965368,0.0,-56.63,bot
26,10d5df00273af4b02509ca9813224ae5,531,100,49,15.11,15.95,103,110.36161616161615,0.03970833333333333,0.1406825396825397,0.0,-116.21,bot
27,953aac410bf1c9f8b14dc00c07d5e8eb,539,97,60,15.61,17.54,90,125.56666666666666,0.10759848484848483,0.18151904761904766,0.01,-26.25,bot
28,37c988debca526d34a2f00026d8243c1,567,97,55,16.47,18.08,86,131.7329292929293,0.024130952380952385,0.17968849206349208,0.0,-42.08,bot
29,66cc6969c3b446e9efbcf30e6d1a70d9,642,91,61,17.8,18.74,77,146.62101010101009,0.06812121212121212,0.1500151515151515,0.0,-107.52,bot
30,d296fc545f5fbb64df2d74d7ea409b22,1,1,0,77.93,0.22,7192,2.7,0.0,0.0,0.0,57.63,bot
31,6210b8e860c1feb31a63fb36a3361f99,0,0,0,80.08,0.0,7408,0.0,0.0,0.0,0.0,105.34,bot
32,3c5fe804cda60526456b98f48cec0bd7,0,0,0,77.17,0.0,7117,0.0,0.0,0.0,0.0,105.34,bot
33,f4fb710a62011e613f87629e95981df4,0,0,0,78.55,0.0,7255,0.0,0.0,0.0,0.0,105.34,bot
34,84cbffc7422edcb498a438685e2443f9,0,0,0,78.75,0.0,7275,0.0,0.0,0.0,0.0,105.34,bot
35,1cac1752ecbe57035e47020a38ad8c29,0,1,0,79.74,0.17,7364,2.64,0.0,0.0,0.0,71.16,bot
36,cfa8d3682dd28178baf5d9d46cbaf374,0,0,0,78.37,0.0,7237,0.0,0.0,0.0,0.0,105.34,bot
37,ff600937e17c79eb06a46240a826a4da,0,0,0,79.95,0.0,7395,0.0,0.0,0.0,0.0,105.34,bot
38,ee786d346f6cc8186608464e60de6504,0,0,0,78.04,0.0,7204,0.0,0.0,0.0,0.0,105.34,bot
39,9076bd0a62467bfc0661597e893feaf5,0,1,0,76.88,0.07,7080,0.6,0.0,0.0,0.0,93.83,bot
40,9f6351bc434c0c096d1f9056370ef3a2,0,0,44,4.78,13.25,3,71.74323232323232,0.1650138888888889,0.27747222222222223,0.0,56.12,bot
41,f83159a3875426eb4a312bcb4b76a980,0,0,44,4.82,12.27,4,65.67959595959596,0.13837368326118327,0.2873854256854256,0.0,60.79,bot
42,9fd806a2b6a65697f50d54deda7e73f1,0,0,45,4.66,13.52,8,71.35030303030301,0.16751177849927848,0.2678509018759018,0.0,66.41,bot
43,f196342e1ce27dab94067909af3b23a5,0,0,46,4.9,12.59,3,67.82888888888888,0.1301446428571429,0.29256269841269833,0.0,67.52,bot
44,12c416b87c4953672c6af3ba60354a22,0,0,49,5.01,12.61,3,67.61353535353534,0.12095833333333332,0.22562500000000005,0.0,63.02,bot
45,9c33ebc1e4fabdc3f89225aacbb9313b,0,0,45,4.39,12.6,6,65.74787878787879,0.11156333874458876,0.26674902597402594,0.0,67.52,bot
46,48df8df74381fba02c8ca67ec8d205bd,0,0,47,4.8,13.36,4,70.9420202020202,0.21879861111111115,0.3351541666666666,0.02,61.29,bot
47,b3ac8a5d2e6663d39d429e34c6a73f12,0,0,50,4.96,12.22,7,65.91838383838383,0.09907844516594516,0.2477858225108225,0.0,59.87,bot
48,8702280636a0b06a5cfc3402b4ff7843,0,0,40,4.48,12.44,3,67.53595959595961,0.1292791666666667,0.26547380952380945,0.0,55.2,bot
49,d4c15e43c820dc3c2e4e9d4075f999be,0,0,43,4.73,12.75,3,67.31555555555556,0.15945364357864356,0.3415456349206349,0.0,53.99,bot
50,2091ef9cb8f66d6519a5f148e80a556c,0,0,102,14.01,17.71,21,92.62040404040405,0.04296726190476191,0.09804761904761904,0.0,54.32,bot
51,e271cd2f601b597892fb94667e9d01df,0,0,103,13.61,17.89,17,91.2909090909091,0.017923160173160167,0.0952835497835498,0.0,55.84,bot
52,5eac73ffe02c4a947bb26658421a5b73,1,0,105,14.15,17.9,16,92.28262626262628,0.0373939393939394,0.1034361471861472,0.0,54.12,bot
53,6f7316606df3a7798e16e6a858b9f768,4,0,102,13.97,18.1,25,91.49979797979799,0.07589285714285715,0.13792857142857146,0.0,54.42,bot
54,81100c2e026b2de0801a0c5142e8209b,1,0,100,13.08,18.37,18,90.5961616161616,0.06095833333333335,0.09466666666666668,0.0,55.24,bot
55,ec1a2c5cfcae34b572cd8ebf4f3ebec3,2,0,102,14.05,17.81,23,92.09292929292931,0.0720246212121212,0.1666515151515152,0.0,55.64,bot
56,3a4fc10789d1188d7ee3c5aed8edf92b,0,0,102,13.54,18.32,18,92.03353535353537,0.02381547619047619,0.08374603174603175,0.0,62.98,bot
57,acd7ac8b3f150e34356c8aa639bf19ca,1,0,102,14.0,18.05,21,92.31232323232322,0.06011363636363636,0.09821212121212122,0.0,55.03,bot
58,b33874bc30342500824370373f90f244,1,0,103,13.96,17.83,23,91.60969696969696,0.0381969696969697,0.07221212121212121,0.0,55.34,bot
59,9f74d9af28fb57447ca82a065139dcda,6,0,100,12.67,18.45,30,90.58,0.0465698051948052,0.13050865800865802,0.0,62.88,bot
60,edc61d225c97cdb371a3c9a3d57c1db6,0,0,52,5.08,12.4,5,66.19959595959595,0.2023401515151516,0.3104468253968254,0.01,57.74,bot
61,2e8e7fcb59a91b541e4cbb3c620a502a,0,0,45,4.62,12.31,9,66.89838383838385,0.13389141414141414,0.24652164502164498,0.0,60.79,bot
